date,open,high,low,close,volume,rsi,signal,position,param_id
2023-08-15,238.73,240.5,232.61,232.96,88185999.0,35.910851396344356,1,1.0,RSI_44c84ec4_20250628_151311
2023-08-16,228.02,233.97,225.38,225.6,112426570.0,35.301583060583795,1,1.0,RSI_44c84ec4_20250628_151311
2023-08-17,226.06,226.74,218.83,219.22,120704917.0,33.782310307228514,1,1.0,RSI_44c84ec4_20250628_151311
2023-08-18,214.12,217.58,212.36,215.49,136244960.0,32.05665650406503,1,1.0,RSI_44c84ec4_20250628_151311
2023-08-21,221.5512,232.1343,220.58,231.28,135675321.0,36.06861104470477,1,1.0,RSI_44c84ec4_20250628_151311
2023-08-22,240.25,240.82,229.55,233.19,130586984.0,35.46304675716439,1,1.0,RSI_44c84ec4_20250628_151311
2023-08-23,229.34,238.98,229.29,236.86,101077635.0,33.318788181024814,1,1.0,RSI_44c84ec4_20250628_151311
2023-08-24,238.66,238.92,228.1801,230.04,99777432.0,30.73411249086925,1,1.0,RSI_44c84ec4_20250628_151311
2023-08-25,231.31,239.0,230.35,238.59,106612231.0,34.576866764275266,1,1.0,RSI_44c84ec4_20250628_151311
2023-08-28,242.58,244.38,235.35,238.82,107673727.0,41.55798625718693,0,1.0,RSI_44c84ec4_20250628_151311
2023-08-29,238.58,257.48,237.77,257.18,134012603.0,49.101834282099944,0,1.0,RSI_44c84ec4_20250628_151311
2023-08-30,254.2,260.51,250.59,256.9,121978637.0,45.92875318066157,0,1.0,RSI_44c84ec4_20250628_151311
2023-08-31,255.98,261.18,255.05,258.08,108861698.0,47.54668120485213,0,1.0,RSI_44c84ec4_20250628_151311
2023-09-01,257.26,259.0794,242.01,245.01,132481248.0,43.91364551863041,0,1.0,RSI_44c84ec4_20250628_151311
2023-09-05,245.0,258.0,244.86,256.49,129455425.0,50.241157556270096,0,1.0,RSI_44c84ec4_20250628_151311
2023-09-06,255.135,255.39,245.06,251.92,116952759.0,45.33299048598611,0,1.0,RSI_44c84ec4_20250628_151311
2023-09-07,245.07,252.81,243.265,251.49,115312886.0,44.85806451612903,0,1.0,RSI_44c84ec4_20250628_151311
2023-09-08,251.22,256.52,246.67,248.5,118558435.0,45.85504187825629,0,1.0,RSI_44c84ec4_20250628_151311
2023-09-11,264.27,274.85,260.61,273.58,174667852.0,55.73490427098674,0,1.0,RSI_44c84ec4_20250628_151311
2023-09-12,270.76,278.39,266.6,267.48,135991116.0,52.390998593530234,0,1.0,RSI_44c84ec4_20250628_151311
2023-09-13,270.07,274.98,268.1,271.3,111673737.0,55.15976331360947,0,1.0,RSI_44c84ec4_20250628_151311
2023-09-14,271.32,276.7094,270.42,276.04,107709842.0,57.17620965388433,0,1.0,RSI_44c84ec4_20250628_151311
2023-09-15,277.55,278.98,271.0,274.39,133692313.0,57.209601121298824,0,1.0,RSI_44c84ec4_20250628_151311
2023-09-18,271.16,271.44,263.7601,265.28,101540959.0,56.679974541456914,0,1.0,RSI_44c84ec4_20250628_151311
2023-09-19,264.35,267.85,261.2,266.5,103677113.0,56.19075482738443,0,1.0,RSI_44c84ec4_20250628_151311
2023-09-20,267.04,273.93,262.4606,262.59,122491643.0,55.79247036950963,0,1.0,RSI_44c84ec4_20250628_151311
2023-09-21,257.85,260.86,254.21,255.7,119803341.0,54.525323642970704,0,1.0,RSI_44c84ec4_20250628_151311
2023-09-22,257.4,257.7888,244.48,244.88,127524083.0,53.30853780393027,0,1.0,RSI_44c84ec4_20250628_151311
2023-09-25,243.38,247.1,238.31,246.99,104583747.0,56.115272456972946,0,1.0,RSI_44c84ec4_20250628_151311
2023-09-26,242.98,249.55,241.6601,244.12,101934431.0,57.26455829151593,0,1.0,RSI_44c84ec4_20250628_151311
2023-09-27,244.262,245.33,234.58,240.5,136585184.0,57.30133707012319,0,1.0,RSI_44c84ec4_20250628_151311
2023-09-28,240.02,247.55,238.65,246.38,117043180.0,54.678978681209706,0,1.0,RSI_44c84ec4_20250628_151311
2023-09-29,250.0,254.77,246.35,250.22,128472729.0,55.214648784371356,0,1.0,RSI_44c84ec4_20250628_151311
2023-10-02,244.81,254.2799,242.62,251.6,123810402.0,54.57763975155279,0,1.0,RSI_44c84ec4_20250628_151311
2023-10-03,248.61,250.02,244.45,246.53,101985305.0,55.17739403453689,0,1.0,RSI_44c84ec4_20250628_151311
2023-10-04,248.14,261.86,247.6,261.16,129721567.0,56.825742454484974,0,1.0,RSI_44c84ec4_20250628_151311
2023-10-05,260.0,263.6,256.25,260.05,119159214.0,56.386499007279944,0,1.0,RSI_44c84ec4_20250628_151311
2023-10-06,253.98,261.65,250.65,260.53,118108312.0,51.129238859300195,0,1.0,RSI_44c84ec4_20250628_151311
2023-10-09,255.31,261.36,252.05,259.67,101377947.0,50.93009200188034,0,1.0,RSI_44c84ec4_20250628_151311
2023-10-10,257.75,268.94,257.65,263.62,122656030.0,51.82621308016878,0,1.0,RSI_44c84ec4_20250628_151311
2023-10-11,266.2,268.6,260.9,262.99,103706266.0,56.45647802355646,0,1.0,RSI_44c84ec4_20250628_151311
2023-10-12,262.92,265.41,256.6307,258.87,111508114.0,50.902335456475576,0,1.0,RSI_44c84ec4_20250628_151311
2023-10-13,258.9,259.6,250.22,251.12,102137686.0,49.70383533244485,0,1.0,RSI_44c84ec4_20250628_151311
2023-10-16,250.05,255.3999,248.48,253.92,88916276.0,50.88408644400785,0,1.0,RSI_44c84ec4_20250628_151311
2023-10-17,250.1,257.183,247.08,254.85,93535509.0,52.34542365368988,0,1.0,RSI_44c84ec4_20250628_151311
2023-10-18,252.7,254.63,242.08,242.68,125116646.0,37.38363547280745,0,1.0,RSI_44c84ec4_20250628_151311
2023-10-19,225.95,230.61,216.78,220.11,170588573.0,32.95184625350896,1,1.0,RSI_44c84ec4_20250628_151311
2023-10-20,217.01,218.8606,210.42,211.99,137930095.0,29.2955386441388,1,1.0,RSI_44c84ec4_20250628_151311
2023-10-23,210.0,216.98,202.51,212.08,150453468.0,26.92307692307692,1,1.0,RSI_44c84ec4_20250628_151311
2023-10-24,216.5,222.05,214.11,216.52,118096713.0,29.532432623611797,1,1.0,RSI_44c84ec4_20250628_151311
2023-10-25,215.88,220.1,212.2,212.42,107049087.0,30.61748313288355,1,1.0,RSI_44c84ec4_20250628_151311
2023-10-26,211.32,214.8,204.88,205.76,115095735.0,28.582510578279255,1,1.0,RSI_44c84ec4_20250628_151311
2023-10-27,210.6,212.41,205.77,207.3,94717973.0,30.172846589686586,1,1.0,RSI_44c84ec4_20250628_151311
2023-10-30,209.28,210.88,194.67,197.36,136384317.0,29.526951151038745,1,1.0,RSI_44c84ec4_20250628_151311
2023-10-31,196.12,202.8,194.07,200.84,118053273.0,33.705786591682696,1,1.0,RSI_44c84ec4_20250628_151311
2023-11-01,204.04,205.99,197.85,205.66,121661656.0,35.00906782734856,1,1.0,RSI_44c84ec4_20250628_151311
2023-11-02,212.97,219.2,211.45,218.51,125959421.0,41.33802340526279,0,1.0,RSI_44c84ec4_20250628_151311
2023-11-03,221.15,226.3701,218.4,219.96,119526048.0,42.94933406563229,0,1.0,RSI_44c84ec4_20250628_151311
2023-11-06,223.98,226.32,215.0,219.27,116835820.0,40.350252723001354,0,1.0,RSI_44c84ec4_20250628_151311
2023-11-07,219.98,223.12,215.72,222.18,116897380.0,39.952701734269745,0,1.0,RSI_44c84ec4_20250628_151311
2023-11-08,223.15,224.15,217.64,222.11,106384841.0,39.33299573175144,0,1.0,RSI_44c84ec4_20250628_151311
2023-11-09,219.75,220.8,206.68,209.98,142065154.0,37.42170830752288,0,1.0,RSI_44c84ec4_20250628_151311
2023-11-10,210.03,215.38,205.69,214.65,131295153.0,32.81607921377372,1,1.0,RSI_44c84ec4_20250628_151311
2023-11-13,215.6,225.4,211.6101,223.71,140428469.0,37.31853713009491,0,1.0,RSI_44c84ec4_20250628_151311
2023-11-14,235.03,238.135,230.72,237.41,149762546.0,42.613418530351446,0,1.0,RSI_44c84ec4_20250628_151311
2023-11-15,239.29,246.7,236.45,242.84,150353975.0,44.775563419631204,0,1.0,RSI_44c84ec4_20250628_151311
2023-11-16,239.49,240.88,230.96,233.59,136774269.0,40.97493538498528,0,1.0,RSI_44c84ec4_20250628_151311
2023-11-17,232.0,237.39,226.54,234.3,142766234.0,41.381796335235805,0,1.0,RSI_44c84ec4_20250628_151311
2023-11-20,234.04,237.1,231.02,235.6,116562402.0,42.88944570066613,0,1.0,RSI_44c84ec4_20250628_151311
2023-11-21,235.04,243.62,233.34,241.2,122248300.0,46.928412187267774,0,1.0,RSI_44c84ec4_20250628_151311
2023-11-22,242.04,244.01,231.4,234.21,118117078.0,44.05142753666929,0,1.0,RSI_44c84ec4_20250628_151311
2023-11-24,233.75,238.75,232.33,235.45,65125203.0,44.15592240028919,0,1.0,RSI_44c84ec4_20250628_151311
2023-11-27,236.89,238.33,232.1,236.08,112031163.0,47.863247863247864,0,1.0,RSI_44c84ec4_20250628_151311
2023-11-28,236.68,247.0,234.01,246.72,148549913.0,59.33618693425023,0,1.0,RSI_44c84ec4_20250628_151311
2023-11-29,249.21,252.75,242.76,244.14,135380335.0,61.73614660144556,0,1.0,RSI_44c84ec4_20250628_151311
2023-11-30,245.14,245.22,236.91,240.08,132353076.0,59.933304952462045,0,1.0,RSI_44c84ec4_20250628_151311
2023-12-01,233.14,240.19,231.9,238.83,121303661.0,58.09800362976407,0,1.0,RSI_44c84ec4_20250628_151311
2023-12-04,235.75,239.3733,233.2902,235.58,104088317.0,58.45872899926955,0,1.0,RSI_44c84ec4_20250628_151311
2023-12-05,233.87,246.66,233.7,238.72,137964815.0,62.355675513570255,0,1.0,RSI_44c84ec4_20250628_151311
2023-12-06,242.92,246.57,239.1709,239.37,126436179.0,62.10280021133671,0,1.0,RSI_44c84ec4_20250628_151311
2023-12-07,241.55,244.08,236.98,242.64,107142262.0,67.9939596248609,0,1.0,RSI_44c84ec4_20250628_151311
2023-12-08,240.27,245.27,239.2701,243.84,103123229.0,67.40327019588798,0,1.0,RSI_44c84ec4_20250628_151311
2023-12-11,242.74,243.441,237.45,239.74,97911388.0,63.87396189545677,0,1.0,RSI_44c84ec4_20250628_151311
2023-12-12,238.55,238.99,233.87,237.01,95326563.0,58.20763087843834,0,1.0,RSI_44c84ec4_20250628_151311
2023-12-13,234.19,240.3,228.2,239.29,146266957.0,58.51316832555271,0,1.0,RSI_44c84ec4_20250628_151311
2023-12-14,241.22,253.88,240.79,251.05,160645939.0,62.752808988764045,0,1.0,RSI_44c84ec4_20250628_151311
2023-12-15,251.21,254.13,248.3,253.5,135857762.0,62.61478975350411,0,1.0,RSI_44c84ec4_20250628_151311
2023-12-18,253.78,258.74,251.36,252.08,116388940.0,61.94119053311021,0,1.0,RSI_44c84ec4_20250628_151311
2023-12-19,253.48,258.3399,253.01,257.22,106690869.0,69.93248945147681,0,1.0,RSI_44c84ec4_20250628_151311
2023-12-20,256.41,259.84,247.0,247.14,125096987.0,63.110322007908955,0,1.0,RSI_44c84ec4_20250628_151311
2023-12-21,251.9,254.7999,248.55,254.5,109594227.0,62.59716880778986,0,1.0,RSI_44c84ec4_20250628_151311
2023-12-22,256.76,258.22,251.37,252.54,93368169.0,56.84801303521318,0,1.0,RSI_44c84ec4_20250628_151311
2023-12-26,254.49,257.97,252.91,256.61,86892382.0,56.31014572449821,0,1.0,RSI_44c84ec4_20250628_151311
2023-12-27,258.35,263.34,257.52,261.44,106481409.0,63.30117489731588,0,1.0,RSI_44c84ec4_20250628_151311
2023-12-28,263.66,265.13,252.71,253.18,113619943.0,58.41054882394867,0,1.0,RSI_44c84ec4_20250628_151311
2023-12-29,255.1,255.19,247.43,248.48,100891578.0,55.569007263922515,0,1.0,RSI_44c84ec4_20250628_151311
2024-01-02,250.08,251.25,244.41,248.42,104654163.0,53.27883742052679,0,1.0,RSI_44c84ec4_20250628_151311
2024-01-03,244.98,245.68,236.32,238.45,121082599.0,51.874778917580464,0,1.0,RSI_44c84ec4_20250628_151311
2024-01-04,239.25,242.7,237.73,237.93,102618283.0,51.103595585617654,0,1.0,RSI_44c84ec4_20250628_151311
2024-01-05,236.86,240.1196,234.9001,237.49,92488939.0,50.628510296870814,0,1.0,RSI_44c84ec4_20250628_151311
2024-01-08,236.14,241.25,235.3,240.45,85163330.0,46.99971289118575,0,1.0,RSI_44c84ec4_20250628_151311
2024-01-09,238.11,238.9646,232.04,234.96,96701528.0,45.72625698324024,0,1.0,RSI_44c84ec4_20250628_151311
2024-01-10,235.1,235.5,231.29,233.94,91612402.0,47.05825986968187,0,1.0,RSI_44c84ec4_20250628_151311
2024-01-11,230.57,230.93,225.37,227.22,105871212.0,44.714558863698436,0,1.0,RSI_44c84ec4_20250628_151311
2024-01-12,220.08,225.34,217.1501,218.89,122915812.0,42.73779479592724,0,1.0,RSI_44c84ec4_20250628_151311
2024-01-16,215.1,223.49,212.18,219.91,114835186.0,41.661494813369984,0,1.0,RSI_44c84ec4_20250628_151311
2024-01-17,214.86,215.67,212.01,215.55,103130830.0,39.77682403433477,0,1.0,RSI_44c84ec4_20250628_151311
2024-01-18,216.88,217.45,208.74,211.88,108560656.0,36.843455945252366,0,1.0,RSI_44c84ec4_20250628_151311
2024-01-19,209.99,213.19,207.56,212.19,102120143.0,36.35893457460564,1,1.0,RSI_44c84ec4_20250628_151311
2024-01-22,212.26,217.8,206.27,208.8,117952527.0,36.58282740676497,1,1.0,RSI_44c84ec4_20250628_151311
2024-01-23,211.3,215.65,207.7516,209.14,106537446.0,37.658311929855635,0,1.0,RSI_44c84ec4_20250628_151311
2024-01-24,211.88,212.73,206.77,207.83,123285962.0,35.947829194211195,1,1.0,RSI_44c84ec4_20250628_151311
2024-01-25,189.7,193.0,180.06,182.63,197923887.0,22.714946562450137,1,1.0,RSI_44c84ec4_20250628_151311
2024-01-26,185.5,186.78,182.1,183.25,107307531.0,21.57021448806151,1,1.0,RSI_44c84ec4_20250628_151311
2024-01-29,185.63,191.48,183.67,190.93,124961148.0,26.44634465757646,1,1.0,RSI_44c84ec4_20250628_151311
2024-01-30,195.33,196.3593,190.61,191.59,109965827.0,23.81712279581903,1,1.0,RSI_44c84ec4_20250628_151311
2024-01-31,186.995,193.97,185.8459,187.29,103221430.0,24.96863237139273,1,1.0,RSI_44c84ec4_20250628_151311
2024-02-01,188.5,189.88,184.28,188.86,91843275.0,21.149789029535867,1,1.0,RSI_44c84ec4_20250628_151311
2024-02-02,185.04,188.69,182.0,187.91,110612672.0,21.33924611973393,1,1.0,RSI_44c84ec4_20250628_151311
2024-02-05,184.26,184.68,175.01,181.06,133945447.0,17.30286505669521,1,1.0,RSI_44c84ec4_20250628_151311
2024-02-06,177.21,186.49,177.11,185.1,122575954.0,16.733484399511937,1,1.0,RSI_44c84ec4_20250628_151311
2024-02-07,188.18,189.79,182.68,187.58,111535217.0,19.897209985315712,1,1.0,RSI_44c84ec4_20250628_151311
2024-02-08,189.0,191.6171,185.58,189.56,83034043.0,22.270331325301214,1,1.0,RSI_44c84ec4_20250628_151311
2024-02-09,190.18,194.12,189.48,193.57,84476347.0,25.111171612669025,1,1.0,RSI_44c84ec4_20250628_151311
2024-02-12,192.11,194.73,187.28,188.13,95431097.0,26.187772099186063,1,1.0,RSI_44c84ec4_20250628_151311
2024-02-13,183.99,187.26,182.1087,184.02,86759478.0,25.327231121281457,1,1.0,RSI_44c84ec4_20250628_151311
2024-02-14,185.3,188.89,183.35,188.71,81202987.0,28.511013215859023,1,1.0,RSI_44c84ec4_20250628_151311
2024-02-15,189.16,200.88,188.8595,200.45,120815962.0,33.64409551848216,1,1.0,RSI_44c84ec4_20250628_151311
2024-02-16,202.06,203.17,197.4,199.95,111346705.0,35.075454002898795,1,1.0,RSI_44c84ec4_20250628_151311
2024-02-20,196.13,198.6,189.13,193.76,104537762.0,33.59464314878326,1,1.0,RSI_44c84ec4_20250628_151311
2024-02-21,193.36,199.44,191.95,194.77,103844008.0,36.102783725910065,1,1.0,RSI_44c84ec4_20250628_151311
2024-02-22,194.0,198.32,191.36,197.41,92739461.0,40.329551593733115,0,1.0,RSI_44c84ec4_20250628_151311
2024-02-23,195.31,197.57,191.5,191.97,78841917.0,37.9026671285071,0,1.0,RSI_44c84ec4_20250628_151311
2024-02-26,192.29,201.78,192.0,199.4,111628616.0,43.188528047237455,0,1.0,RSI_44c84ec4_20250628_151311
2024-02-27,204.04,205.6,198.26,199.73,108606912.0,44.727020223938894,0,1.0,RSI_44c84ec4_20250628_151311
2024-02-28,200.42,205.3,198.44,202.04,99806173.0,45.67016466171828,0,1.0,RSI_44c84ec4_20250628_151311
2024-02-29,204.18,205.28,198.4463,201.88,85905374.0,46.9643797157396,0,1.0,RSI_44c84ec4_20250628_151311
2024-03-01,200.52,204.52,198.5,202.64,82243119.0,47.159090909090914,0,1.0,RSI_44c84ec4_20250628_151311
2024-03-04,198.73,199.75,186.72,188.14,134301269.0,42.283878046868864,0,1.0,RSI_44c84ec4_20250628_151311
2024-03-05,183.05,184.59,177.57,180.74,119597758.0,49.13926587120868,0,1.0,RSI_44c84ec4_20250628_151311
2024-03-06,179.99,181.576,173.7,176.54,107869464.0,47.040663314809905,0,1.0,RSI_44c84ec4_20250628_151311
2024-03-07,174.35,180.04,173.7,178.65,102129004.0,44.30426716141002,0,1.0,RSI_44c84ec4_20250628_151311
2024-03-08,181.5,182.73,174.7,175.34,85544644.0,42.64373019465822,0,1.0,RSI_44c84ec4_20250628_151311
2024-03-11,175.445,182.87,174.8,177.77,85241528.0,45.61613556824462,0,1.0,RSI_44c84ec4_20250628_151311
2024-03-12,177.77,179.43,172.4101,177.54,87303524.0,44.722118612458026,0,1.0,RSI_44c84ec4_20250628_151311
2024-03-13,173.05,176.05,169.15,169.48,106518518.0,41.94140795802361,0,1.0,RSI_44c84ec4_20250628_151311
2024-03-14,167.77,171.17,160.51,162.5,126242246.0,41.89378057302585,0,1.0,RSI_44c84ec4_20250628_151311
2024-03-15,163.16,165.1845,160.76,163.57,96978832.0,40.34615729530983,0,1.0,RSI_44c84ec4_20250628_151311
2024-03-18,170.02,174.72,165.9,173.8,108207608.0,44.222706691262786,0,1.0,RSI_44c84ec4_20250628_151311
2024-03-19,172.36,172.82,167.42,171.32,77268528.0,42.38476953907816,0,1.0,RSI_44c84ec4_20250628_151311
2024-03-20,173.0,176.25,170.82,175.66,83846726.0,42.543092680489636,0,1.0,RSI_44c84ec4_20250628_151311
2024-03-21,176.39,178.18,171.8,172.82,73067414.0,43.48455187675546,0,1.0,RSI_44c84ec4_20250628_151311
2024-03-22,166.69,171.2,166.3,170.83,75540637.0,44.28360925717258,0,1.0,RSI_44c84ec4_20250628_151311
2024-03-25,168.76,175.24,168.73,172.63,74228615.0,42.852062588904694,0,1.0,RSI_44c84ec4_20250628_151311
2024-03-26,178.58,184.25,177.38,177.67,113131227.0,39.232369067876725,0,1.0,RSI_44c84ec4_20250628_151311
2024-03-27,181.41,181.91,176.0,179.83,81804043.0,40.636634400595696,0,1.0,RSI_44c84ec4_20250628_151311
2024-03-28,177.45,179.57,175.3,175.79,77633508.0,41.466426061354355,0,1.0,RSI_44c84ec4_20250628_151311
2024-04-01,176.17,176.75,170.21,175.22,81562127.0,40.67715784453982,0,1.0,RSI_44c84ec4_20250628_151311
2024-04-02,164.75,167.69,163.43,166.63,116639094.0,36.1101083032491,1,1.0,RSI_44c84ec4_20250628_151311
2024-04-03,164.02,168.82,163.28,168.38,82890791.0,38.98795630660069,0,1.0,RSI_44c84ec4_20250628_151311
2024-04-04,170.07,177.19,168.01,171.11,123127860.0,36.18787227809785,1,1.0,RSI_44c84ec4_20250628_151311
2024-04-05,169.08,170.86,160.51,164.9,142987603.0,33.918182657678486,1,1.0,RSI_44c84ec4_20250628_151311
2024-04-08,169.34,174.5,167.79,172.98,104362520.0,37.26109065404174,0,1.0,RSI_44c84ec4_20250628_151311
2024-04-09,172.91,179.22,171.92,176.88,103224375.0,39.38879456706283,0,1.0,RSI_44c84ec4_20250628_151311
2024-04-10,173.04,174.93,170.01,171.76,84490407.0,37.36083824492471,0,1.0,RSI_44c84ec4_20250628_151311
2024-04-11,172.55,175.88,168.51,174.6,94500987.0,43.87330316742083,0,1.0,RSI_44c84ec4_20250628_151311
2024-04-12,172.34,173.8099,170.3644,171.05,64694669.0,45.45710267229256,0,1.0,RSI_44c84ec4_20250628_151311
2024-04-15,170.24,170.69,161.38,161.48,100237910.0,43.27798607391537,0,1.0,RSI_44c84ec4_20250628_151311
2024-04-16,156.742,158.19,153.75,157.11,96941856.0,40.57577878893945,0,1.0,RSI_44c84ec4_20250628_151311
2024-04-17,157.64,158.33,153.78,155.45,82400718.0,41.17020332060731,0,1.0,RSI_44c84ec4_20250628_151311
2024-04-18,151.25,152.2,148.7,149.93,96098830.0,37.970964396819916,0,1.0,RSI_44c84ec4_20250628_151311
2024-04-19,148.97,150.94,146.22,147.05,87048100.0,37.1208921179353,0,1.0,RSI_44c84ec4_20250628_151311
2024-04-22,140.56,144.44,138.8025,142.05,107028504.0,38.10597519729426,0,1.0,RSI_44c84ec4_20250628_151311
2024-04-23,143.33,147.26,141.11,144.68,124485654.0,41.9700793078587,0,1.0,RSI_44c84ec4_20250628_151311
2024-04-24,162.84,167.97,157.51,162.13,181105220.0,49.434584576723736,0,1.0,RSI_44c84ec4_20250628_151311
2024-04-25,158.96,170.88,158.36,170.18,126405121.0,48.5538510706296,0,1.0,RSI_44c84ec4_20250628_151311
2024-04-26,168.85,172.12,166.37,168.29,109794440.0,48.783816328168896,0,1.0,RSI_44c84ec4_20250628_151311
2024-04-29,188.42,198.87,184.54,194.05,243680048.0,56.29837660113706,0,1.0,RSI_44c84ec4_20250628_151311
2024-04-30,186.98,190.95,182.8401,183.28,127004487.0,53.397869022869024,0,1.0,RSI_44c84ec4_20250628_151311
2024-05-01,182.0,185.86,179.01,179.99,92829719.0,52.95065068934415,0,1.0,RSI_44c84ec4_20250628_151311
2024-05-02,182.86,184.6,176.02,180.01,89148041.0,52.4048488008342,0,1.0,RSI_44c84ec4_20250628_151311
2024-05-03,182.1,184.78,178.42,181.19,75491539.0,51.176627891429334,0,1.0,RSI_44c84ec4_20250628_151311
2024-05-06,183.8,187.56,182.2,184.76,84390253.0,51.6325584475793,0,1.0,RSI_44c84ec4_20250628_151311
2024-05-07,182.4,183.26,177.4,177.81,75007154.0,50.65627030539312,0,1.0,RSI_44c84ec4_20250628_151311
2024-05-08,171.59,176.06,170.15,174.72,79966888.0,49.84017389080681,0,1.0,RSI_44c84ec4_20250628_151311
2024-05-09,175.01,175.62,171.37,171.97,65950292.0,51.77314384380396,0,1.0,RSI_44c84ec4_20250628_151311
2024-05-10,173.05,173.0599,167.75,168.47,72592678.0,50.02954112781461,0,1.0,RSI_44c84ec4_20250628_151311
2024-05-13,170.0,175.4,169.0,171.89,66970453.0,50.2548686446216,0,1.0,RSI_44c84ec4_20250628_151311
2024-05-14,174.4959,179.49,174.07,177.55,86396172.0,54.14835705384665,0,1.0,RSI_44c84ec4_20250628_151311
2024-05-15,179.9,180.0,173.11,173.99,79662993.0,50.34133153092261,0,1.0,RSI_44c84ec4_20250628_151311
2024-05-16,174.1,175.79,171.43,174.84,59387220.0,49.296066252588,0,1.0,RSI_44c84ec4_20250628_151311
2024-05-17,173.55,179.63,172.75,177.46,77409845.0,52.00140449438203,0,1.0,RSI_44c84ec4_20250628_151311
2024-05-20,177.56,177.754,173.52,174.95,61727375.0,50.1231787147181,0,1.0,RSI_44c84ec4_20250628_151311
2024-05-21,175.51,186.875,174.71,186.6,115247812.0,55.17746553905574,0,1.0,RSI_44c84ec4_20250628_151311
2024-05-22,182.85,183.8,178.12,180.11,88313477.0,56.332857434223946,0,1.0,RSI_44c84ec4_20250628_151311
2024-05-23,181.8,181.9,173.26,173.74,71975496.0,55.57716815346435,0,1.0,RSI_44c84ec4_20250628_151311
2024-05-24,174.835,180.08,173.73,179.24,65584478.0,57.77806839730597,0,1.0,RSI_44c84ec4_20250628_151311
