date,symbol,strategy_type,param_id,signal,price,comment
2025-06-28,TSLA,CROSS,CROSS_042,0,322.05,
2025-06-28,TSLA,CROSS,CROSS_007,0,322.05,
2025-06-28,TSLA,RSI,RSI_071,0,322.05,
2025-06-28,TSLA,RSI,RSI_068,0,322.05,
