param_id,cash,position_size,position_value,total_value,last_updated
CROSS_066,100000,0,0.0,100000.0,2025-06-27
CROSS_084,100000,0,0.0,100000.0,2025-06-27
CROSS_039,100000,0,0.0,100000.0,2025-06-27
CROSS_100,100000,0,0.0,100000.0,2025-06-27
CROSS_093,100000,0,0.0,100000.0,2025-06-27
RSI_071,100000,0,0.0,100000.0,2025-06-27
RSI_096,100000,0,0.0,100000.0,2025-06-27
RSI_022,100000,0,0.0,100000.0,2025-06-27
RSI_090,100000,0,0.0,100000.0,2025-06-27
RSI_055,100000,0,0.0,100000.0,2025-06-27
