param_id,total_return,max_drawdown,sharpe
RSI_44c84ec4_20250628_151311,-0.1845044302493286,-0.48540066657006153,-0.20754358850610802
RSI_8423f448_20250628_151311,-0.04787566761295148,-0.31650868498291806,0.06542427718631044
RSI_6d350aac_20250628_151311,0.119061890988031,-0.3409881697981905,0.5003135202209024
RSI_450d0805_20250628_151311,0.20616757364946037,-0.3693736820038373,0.6371022959883184
RSI_efa0f4dd_20250628_151311,0.6238193879077893,-0.3409881697981907,1.3414399202605667
RSI_277e1d86_20250628_151311,0.49042550713899047,-0.3540539311536535,1.1417713969732257
RSI_d04a69d0_20250628_151311,-0.22615462828985877,-0.4854006665700622,-0.3081550738950617
RSI_3288ad99_20250628_151311,0.08992550141170974,-0.4336361145398167,0.42926982735866565
RSI_097fd076_20250628_151311,0.053057314671918876,-0.299003158310304,0.49894180943330274
RSI_b1c0fe63_20250628_151311,,,
RSI_b8c55038_20250628_151311,,,
RSI_d782c59a_20250628_151311,1.5454370600110283,-0.33055280644705193,2.216927489173691
RSI_14b112d5_20250628_151311,-0.04365219650993868,-0.39656318023344966,0.15738054759315512
RSI_70dbf40d_20250628_151311,-0.1577757050481161,-0.46115620969577376,-0.12349759238161272
RSI_64170b7c_20250628_151311,0.4185556184661725,-0.29900315831030383,1.4875968523574348
RSI_cc6c50ea_20250628_151311,1.5397648175710619,-0.3267996385051505,2.178434805386821
RSI_0d6f7ee0_20250628_151311,-0.2763434375424848,-0.5170259488522578,-0.40701127092954476
RSI_240dc265_20250628_151311,1.1455667924724495,-0.31655884324135364,1.9778534758558202
RSI_d96561f3_20250628_151311,-0.014738099980082575,-0.4566630966952262,0.2018451108463082
RSI_abfc6f82_20250628_151311,0.5731496727865522,-0.29900315831030355,1.589440976156266
RSI_f0608e5b_20250628_151311,-0.15058379120879095,-0.4854006665700621,-0.11793371018395572
RSI_fc7fcd25_20250628_151311,-0.2075290348418095,-0.48540066657006165,-0.267958139158517
RSI_060da2dd_20250628_151311,-0.17094388878974764,-0.5160938794466204,-0.1343428037006595
RSI_2802bea9_20250628_151311,-0.23898161679870644,-0.4854006665700617,-0.33697051860948224
RSI_d917a4e8_20250628_151311,-0.09734513274336198,-0.48540066657006214,0.017475405464244156
RSI_57122522_20250628_151311,-0.08172072950020892,-0.4854006665700622,0.056410562547686054
RSI_31e1ef6d_20250628_151311,-0.014738099980082575,-0.4566630966952262,0.2018451108463082
RSI_3fa83b59_20250628_151311,0.47600798546019973,-0.3305528064470516,1.2353734983752565
RSI_83fd46e8_20250628_151311,,,
RSI_a843c8a7_20250628_151311,-0.1276096965899235,-0.46115620969577376,-0.05488880738928302
RSI_6112fdd1_20250628_151311,-0.23898161679870644,-0.4854006665700617,-0.33697051860948224
RSI_a2d209c3_20250628_151311,1.071767983600592,-0.21008730467663908,1.7647856054117261
RSI_7f2f737c_20250628_151311,0.33072782598199524,-0.40035057914591987,0.8390186363560356
RSI_ed4dc709_20250628_151311,-0.1746746746746739,-0.485400666570062,-0.1812755875493035
RSI_9e5b93d0_20250628_151311,0.4118782263819034,-0.33055280644705176,1.0281238711663405
RSI_0325d42a_20250628_151311,-0.19924340606244795,-0.3922968183352362,-0.24011543043557126
RSI_8a5b800d_20250628_151311,0.5691072767723802,-0.34062043577186135,1.169388317540762
RSI_22ab3a1a_20250628_151311,0.1837201898874381,-0.48540066657006253,0.6004085291544046
RSI_c962db38_20250628_151311,0.9155252038672113,-0.35405393115365363,1.6092367189724424
RSI_6213995a_20250628_151311,0.21742886327657818,-0.2990031583103037,0.6973933373919108
RSI_37f6cd0a_20250628_151311,1.1530387286078407,-0.33155881886081395,1.8363751211199946
RSI_c3bf9a83_20250628_151311,-0.1746746746746739,-0.485400666570062,-0.1812755875493035
RSI_600970fc_20250628_151311,-0.18295553078161664,-0.48540066657006176,-0.20192224838801656
RSI_4ee40742_20250628_151311,-0.053839533326957234,-0.3207899015013862,0.03894297055095085
RSI_ade5e399_20250628_151311,-0.1746746746746739,-0.485400666570062,-0.1812755875493035
RSI_acdf0700_20250628_151311,0.8024417413131011,-0.32987981929990284,1.6122380844159316
RSI_e09d2d32_20250628_151311,-0.09734513274336198,-0.48540066657006214,0.017475405464244156
RSI_130aac5e_20250628_151311,0.13144363611933674,-0.32987981929990307,0.5129795219898116
RSI_b2ac8ace_20250628_151311,-0.37892203835523675,-0.49814503602615084,-0.7173279593830042
RSI_1840ec10_20250628_151311,0.05490990510715532,-0.299003158310304,0.5145134570267564
RSI_7dedd8bd_20250628_151311,0.0576756929014659,-0.2990031583103041,0.43580653946779324
RSI_420a5d2f_20250628_151311,0.399176929104996,-0.29900315831030383,1.4326957171623516
RSI_6cf651ae_20250628_151311,2.33045834437158,-0.32092920703789574,2.754194399608971
RSI_fa61415d_20250628_151311,-0.12287234042553108,-0.4854006665700618,-0.04677034398686511
RSI_6dfe93b5_20250628_151311,-0.0665597433841204,-0.4566630966952262,0.04321672361659949
RSI_e81649e4_20250628_151311,0.33047100967977694,-0.2990031583103041,0.9760050542015863
RSI_f32d22f0_20250628_151311,,,
RSI_0d795c89_20250628_151311,0.691285956304698,-0.3298798192999033,1.5941894351449415
RSI_ed75d5ea_20250628_151311,-0.13980177360459023,-0.4854006665700623,-0.10252961058008234
RSI_c4f8e9bc_20250628_151311,0.28598025526612036,-0.29900315831030394,0.89626788732037
RSI_d5b9e966_20250628_151311,-0.30611719233455226,-0.4879993049617708,-0.489406543378873
RSI_6aadb797_20250628_151311,-0.18295553078161664,-0.48540066657006176,-0.20192224838801656
RSI_ef466fd0_20250628_151311,-0.21304434281169238,-0.48540066657006226,-0.2827797339852154
RSI_23db3460_20250628_151311,0.08350216284290712,-0.29900315831030394,0.6129283008974825
RSI_13ae035c_20250628_151311,0.12060591863592407,-0.3689528911929478,0.48314548590061784
RSI_65d9bb3b_20250628_151311,-0.18295553078161664,-0.48540066657006176,-0.20192224838801656
RSI_e8eeed97_20250628_151311,,,
RSI_7f39344c_20250628_151311,0.4840049570503584,-0.329879819299903,1.072050708683348
RSI_43da5c0f_20250628_151311,0.0026347790839074126,-0.45666309669522664,0.2543791684976918
